,Vsis,Vs,Is,T1,T2,T3,T5,T6,T7,IFPower
48,7.800000000000004,10.505676269531254,39.550781250000114,45.285,48.729,47.205,3.386,2.869,3.887,6.72e-07
49,7.900000000000004,10.653991699218748,38.56201171875007,45.284,48.727,47.204,3.394,2.835,3.887,6.87e-07
50,8.000000000000004,10.827026367187496,41.52832031250009,45.285,48.728,47.204,3.392,2.864,3.878,6.88e-07
51,8.100000000000005,10.950622558593752,40.539550781249936,45.285,48.728,47.204,3.39,2.864,3.888,6.92e-07
52,8.200000000000005,11.024780273437502,36.58447265625009,45.283,48.728,47.203,3.39,2.836,3.879,6.81e-07
53,8.300000000000004,11.173095703125,42.51708984375002,45.283,48.728,47.204,3.396,2.851,3.884,6.75e-07
54,8.400000000000006,11.27197265625,37.573242187500135,45.283,48.727,47.204,3.388,2.87,3.887,6.55e-07
55,8.500000000000005,11.494445800781248,45.48339843750005,45.284,48.726,47.205,3.395,2.837,3.887,6.37e-07
56,8.600000000000005,11.568603515624998,37.573242187499915,45.284,48.727,47.205,3.395,2.866,3.879,6.05e-07
57,8.700000000000005,11.667480468750002,40.53955078125005,45.283,48.727,47.203,3.392,2.866,3.888,5.73e-07
58,8.800000000000004,11.889953613281248,44.49462890625011,45.282,48.728,47.204,3.392,2.835,3.88,5.33e-07
59,8.900000000000006,12.087707519531248,47.460937499999915,45.282,48.729,47.204,3.398,2.853,3.884,4.98e-07
60,9.000000000000005,12.2113037109375,52.404785156249915,45.283,48.727,47.204,3.39,2.868,3.888,4.62e-07
61,9.100000000000005,12.310180664062498,52.404785156249915,45.284,48.728,47.203,3.398,2.837,3.888,4.36e-07
62,9.200000000000006,12.5079345703125,55.37109375000005,45.284,48.729,47.203,3.397,2.866,3.879,4.15e-07
63,9.300000000000006,12.582092285156248,58.337402343749964,45.282,48.728,47.205,3.394,2.866,3.889,4.05e-07
64,9.400000000000006,12.48321533203125,53.39355468749996,45.285,48.728,47.205,3.394,2.835,3.88,3.99e-07
65,9.500000000000005,12.9034423828125,65.25878906249994,45.285,48.729,47.204,3.402,2.853,3.884,4.02e-07
66,9.600000000000005,12.730407714843748,59.32617187500001,45.284,48.727,47.203,3.394,2.869,3.888,4.09e-07
67,9.700000000000006,12.928161621093748,66.2475585937501,45.283,48.729,47.205,3.402,2.836,3.879,4.25e-07
68,9.800000000000006,13.175354003906254,73.16894531249996,45.284,48.729,47.205,3.402,2.866,3.879,4.46e-07
69,9.900000000000006,13.298950195312496,75.14648437500004,45.283,48.727,47.203,3.399,2.866,3.888,4.74e-07
70,10.000000000000007,13.496704101562502,82.06787109374991,45.283,48.727,47.206,3.407,2.836,3.88,5.03e-07
71,10.100000000000007,13.546142578124998,82.06787109374991,45.283,48.727,47.204,3.407,2.853,3.884,5.36e-07
72,10.200000000000006,13.793334960937496,87.01171874999991,45.283,48.727,47.205,3.399,2.87,3.888,5.63e-07
73,10.300000000000006,13.91693115234375,90.96679687499999,45.284,48.728,47.207,3.407,2.837,3.879,5.9e-07
74,10.400000000000006,14.040527343749998,91.9555664062499,45.283,48.728,47.204,3.408,2.866,3.879,6.11e-07
75,10.500000000000007,14.21356201171875,92.94433593749996,45.283,48.728,47.204,3.405,2.866,3.889,6.33e-07
76,10.600000000000007,14.36187744140625,94.92187500000004,45.283,48.728,47.205,3.412,2.837,3.88,6.48e-07
77,10.700000000000006,14.436035156250002,93.93310546875013,45.285,48.728,47.208,3.412,2.853,3.885,6.64e-07
78,10.800000000000008,14.510192871093752,92.94433593749996,45.285,48.726,47.204,3.404,2.871,3.889,6.72e-07
79,10.900000000000007,14.7821044921875,98.8769531250001,45.283,48.727,47.207,3.413,2.837,3.88,6.81e-07
80,11.000000000000007,14.856262207031248,98.8769531250001,45.282,48.729,47.208,3.412,2.866,3.88,6.82e-07
81,11.100000000000007,14.930419921875002,100.85449218749999,45.281,48.727,47.208,3.41,2.838,3.89,6.85e-07
82,11.200000000000006,15.128173828124996,103.82080078125001,45.284,48.727,47.204,3.417,2.838,3.882,6.8e-07
83,11.300000000000008,15.227050781249996,99.86572265625007,45.284,48.727,47.205,3.417,2.853,3.886,6.78e-07
84,11.400000000000007,15.424804687499998,107.77587890624997,45.284,48.727,47.207,3.409,2.872,3.89,6.69e-07
85,11.500000000000007,15.474243164062502,106.78710937500014,45.284,48.728,47.207,3.417,2.837,3.881,6.61e-07
86,11.600000000000009,15.59783935546875,109.75341796875004,45.282,48.728,47.207,3.417,2.866,3.881,6.51e-07
87,11.700000000000008,15.845031738281246,114.69726562499993,45.283,48.728,47.207,3.415,2.838,3.89,6.45e-07
88,11.800000000000008,15.919189453125004,117.66357421875006,45.285,48.728,47.205,3.422,2.838,3.882,6.4e-07
89,11.900000000000007,15.894470214843752,109.75341796874994,45.284,48.729,47.207,3.422,2.853,3.886,6.41e-07
90,12.000000000000007,16.1663818359375,120.62988281249997,45.284,48.728,47.206,3.414,2.873,3.89,6.45e-07
91,12.100000000000009,16.289978027343754,123.59619140625011,45.284,48.729,47.206,3.423,2.837,3.881,6.55e-07
92,12.200000000000008,16.265258789062496,118.65234375000001,45.284,48.729,47.207,3.423,2.866,3.881,6.68e-07
93,12.300000000000008,16.611328124999996,128.5400390625,45.284,48.728,47.207,3.42,2.837,3.891,6.82e-07
94,12.40000000000001,16.68548583984375,124.58496093750006,45.283,48.728,47.207,3.428,2.837,3.882,6.97e-07
95,12.500000000000009,16.7596435546875,124.58496093749994,45.284,48.728,47.206,3.42,2.855,3.886,7.12e-07
96,12.600000000000009,17.0562744140625,132.49511718749994,45.284,48.729,47.207,3.42,2.871,3.89,7.25e-07
97,12.700000000000008,17.155151367187504,136.45019531250006,45.283,48.727,47.208,3.429,2.838,3.881,7.39e-07
98,12.800000000000008,17.2540283203125,134.47265624999994,45.284,48.729,47.205,3.429,2.868,3.891,7.5e-07
99,12.90000000000001,17.352905273437504,132.49511718749994,45.285,48.728,47.207,3.426,2.838,3.891,7.63e-07
100,13.000000000000009,17.352905273437496,131.50634765624991,45.285,48.729,47.207,3.434,2.838,3.883,7.71e-07
101,13.100000000000009,17.52593994140625,136.45019531249991,45.285,48.729,47.206,3.426,2.855,3.887,7.81e-07
102,13.20000000000001,17.773132324218754,140.4052734375,45.284,48.728,47.207,3.426,2.872,3.891,7.89e-07
103,13.30000000000001,17.921447753906246,142.38281250000009,45.284,48.727,47.207,3.434,2.838,3.882,7.97e-07
104,13.40000000000001,18.1439208984375,148.31542968750003,45.283,48.729,47.207,3.435,2.868,3.891,8.03e-07
105,13.500000000000009,18.21807861328125,148.3154296875001,45.284,48.727,47.207,3.432,2.839,3.891,8.09e-07
106,13.600000000000009,18.41583251953125,150.29296875000009,45.282,48.729,47.207,3.44,2.839,3.884,8.14e-07
107,13.70000000000001,18.5394287109375,149.30419921875006,45.285,48.729,47.208,3.432,2.854,3.887,8.2e-07
108,13.80000000000001,18.6383056640625,152.27050781249997,45.282,48.727,47.208,3.432,2.873,3.892,8.26e-07
109,13.90000000000001,18.86077880859375,156.22558593749994,45.282,48.728,47.208,3.44,2.839,3.883,8.31e-07
110,14.00000000000001,18.934936523437496,152.27050781250006,45.284,48.728,47.208,3.441,2.868,3.892,8.36e-07
